IN,Indiana,Evansville,$3.098,https://www.gasbuddy.com/usa/in
IN,Indiana,Indianapolis,$3.244,https://www.gasbuddy.com/usa/in
IN,Indiana,Fort Wayne,$3.267,https://www.gasbuddy.com/usa/in
IN,Indiana,South Bend,$3.289,https://www.gasbuddy.com/usa/in
IN,Indiana,Gary,$3.324,https://www.gasbuddy.com/usa/in
OK,Oklahoma,Tulsa,$3.291,https://www.gasbuddy.com/usa/ok
OK,Oklahoma,Oklahoma City,$3.463,https://www.gasbuddy.com/usa/ok
MS,Mississippi,Jackson,$3.389,https://www.gasbuddy.com/usa/ms
TX,Texas,Houston,$3.320,https://www.gasbuddy.com/usa/tx
TX,Texas,Fort Worth,$3.369,https://www.gasbuddy.com/usa/tx
TX,Texas,Dallas,$3.385,https://www.gasbuddy.com/usa/tx
TX,Texas,College Station,$3.391,https://www.gasbuddy.com/usa/tx
TX,Texas,Austin,$3.428,https://www.gasbuddy.com/usa/tx
TX,Texas,San Antonio,$3.433,https://www.gasbuddy.com/usa/tx
TX,Texas,Lubbock,$3.451,https://www.gasbuddy.com/usa/tx
TX,Texas,Waco,$3.451,https://www.gasbuddy.com/usa/tx
TX,Texas,Amarillo,$3.469,https://www.gasbuddy.com/usa/tx
TX,Texas,Midland Odessa,$3.514,https://www.gasbuddy.com/usa/tx
TX,Texas,Laredo,$3.576,https://www.gasbuddy.com/usa/tx
TX,Texas,Rio Grande Valley,$3.646,https://www.gasbuddy.com/usa/tx
TX,Texas,Corpus Christi,$3.665,https://www.gasbuddy.com/usa/tx
TX,Texas,El Paso,$3.958,https://www.gasbuddy.com/usa/tx
LA,Louisiana,Shreveport,$3.394,https://www.gasbuddy.com/usa/la
LA,Louisiana,New Orleans,$3.396,https://www.gasbuddy.com/usa/la
LA,Louisiana,Baton Rouge,$3.402,https://www.gasbuddy.com/usa/la
AR,Arkansas,Little Rock,$3.427,https://www.gasbuddy.com/usa/ar
KS,Kansas,Topeka,$3.409,https://www.gasbuddy.com/usa/ks
KS,Kansas,Wichita,$3.487,https://www.gasbuddy.com/usa/ks
AL,Alabama,Huntsville,$3.426,https://www.gasbuddy.com/usa/al
AL,Alabama,Mobile,$3.474,https://www.gasbuddy.com/usa/al
AL,Alabama,Birmingham,$3.480,https://www.gasbuddy.com/usa/al
AL,Alabama,Montgomery,$3.601,https://www.gasbuddy.com/usa/al
TN,Tennessee,Knoxville,$3.463,https://www.gasbuddy.com/usa/tn
TN,Tennessee,Chattanooga,$3.478,https://www.gasbuddy.com/usa/tn
TN,Tennessee,Memphis,$3.506,https://www.gasbuddy.com/usa/tn
TN,Tennessee,Nashville,$3.568,https://www.gasbuddy.com/usa/tn
MO,Missouri,Kansas City,$3.467,https://www.gasbuddy.com/usa/mo
MO,Missouri,St. Louis,$3.625,https://www.gasbuddy.com/usa/mo
KY,Kentucky,Louisville,$3.474,https://www.gasbuddy.com/usa/ky
KY,Kentucky,Lexington,$3.539,https://www.gasbuddy.com/usa/ky
NE,Nebraska,Lincoln,$3.536,https://www.gasbuddy.com/usa/ne
NE,Nebraska,Omaha,$3.578,https://www.gasbuddy.com/usa/ne
GA,Georgia,Atlanta,$3.542,https://www.gasbuddy.com/usa/ga
GA,Georgia,Augusta,$3.576,https://www.gasbuddy.com/usa/ga
GA,Georgia,Macon,$3.578,https://www.gasbuddy.com/usa/ga
GA,Georgia,Savannah,$3.660,https://www.gasbuddy.com/usa/ga
ND,North Dakota,Fargo,$3.451,https://www.gasbuddy.com/usa/nd
SC,South Carolina,Myrtle Beach,$3.514,https://www.gasbuddy.com/usa/sc
SC,South Carolina,Spartanburg,$3.569,https://www.gasbuddy.com/usa/sc
SC,South Carolina,Columbia,$3.627,https://www.gasbuddy.com/usa/sc
SC,South Carolina,Greenville,$3.631,https://www.gasbuddy.com/usa/sc
NC,North Carolina,Greensboro,$3.580,https://www.gasbuddy.com/usa/nc
NC,North Carolina,Asheville,$3.584,https://www.gasbuddy.com/usa/nc
NC,North Carolina,Fayetteville,$3.602,https://www.gasbuddy.com/usa/nc
NC,North Carolina,Winston-Salem,$3.615,https://www.gasbuddy.com/usa/nc
NC,North Carolina,Durham,$3.627,https://www.gasbuddy.com/usa/nc
NC,North Carolina,Raleigh,$3.628,https://www.gasbuddy.com/usa/nc
NC,North Carolina,Charlotte,$3.640,https://www.gasbuddy.com/usa/nc
SD,South Dakota,Sioux Falls,$3.636,https://www.gasbuddy.com/usa/sd
WI,Wisconsin,Milwaukee,$3.651,https://www.gasbuddy.com/usa/wi
WI,Wisconsin,Appleton,$3.682,https://www.gasbuddy.com/usa/wi
WI,Wisconsin,Green Bay,$3.728,https://www.gasbuddy.com/usa/wi
WI,Wisconsin,Madison,$3.732,https://www.gasbuddy.com/usa/wi
IA,Iowa,Quad Cities,$3.732,https://www.gasbuddy.com/usa/ia
IA,Iowa,Des Moines,$3.877,https://www.gasbuddy.com/usa/ia
VA,Virginia,Roanoke,$3.600,https://www.gasbuddy.com/usa/va
VA,Virginia,Richmond,$3.795,https://www.gasbuddy.com/usa/va
VA,Virginia,Virginia Beach,$3.856,https://www.gasbuddy.com/usa/va
MN,Minnesota,Twin Cities,$3.887,https://www.gasbuddy.com/usa/mn
WV,West Virginia,Charleston,$3.944,https://www.gasbuddy.com/usa/wv
CO,Colorado,Denver,$3.720,https://www.gasbuddy.com/usa/co
CO,Colorado,Fort Collins,$3.747,https://www.gasbuddy.com/usa/co
CO,Colorado,Colorado Springs,$3.768,https://www.gasbuddy.com/usa/co
FL,Florida,Pensacola,$3.541,https://www.gasbuddy.com/usa/fl
FL,Florida,Tallahassee,$3.644,https://www.gasbuddy.com/usa/fl
FL,Florida,Jacksonville,$3.838,https://www.gasbuddy.com/usa/fl
FL,Florida,Cape Coral,$3.844,https://www.gasbuddy.com/usa/fl
FL,Florida,Orlando,$3.850,https://www.gasbuddy.com/usa/fl
FL,Florida,Sarasota,$3.851,https://www.gasbuddy.com/usa/fl
FL,Florida,Ocala,$3.854,https://www.gasbuddy.com/usa/fl
FL,Florida,Tampa,$3.854,https://www.gasbuddy.com/usa/fl
FL,Florida,Gainesville,$3.863,https://www.gasbuddy.com/usa/fl
FL,Florida,Naples,$3.880,https://www.gasbuddy.com/usa/fl
FL,Florida,Miami,$3.891,https://www.gasbuddy.com/usa/fl
RI,Rhode Island,Providence,$3.827,https://www.gasbuddy.com/usa/ri
DE,Delaware,Wilmington,$3.837,https://www.gasbuddy.com/usa/de
OH,Ohio,Dayton,$3.800,https://www.gasbuddy.com/usa/oh
OH,Ohio,Cincinnati,$3.818,https://www.gasbuddy.com/usa/oh
OH,Ohio,Akron,$3.900,https://www.gasbuddy.com/usa/oh
OH,Ohio,Cleveland,$3.903,https://www.gasbuddy.com/usa/oh
OH,Ohio,Columbus,$3.919,https://www.gasbuddy.com/usa/oh
OH,Ohio,Toledo,$3.922,https://www.gasbuddy.com/usa/oh
MD,Maryland,Hagerstown,$3.744,https://www.gasbuddy.com/usa/md
MD,Maryland,Baltimore,$3.872,https://www.gasbuddy.com/usa/md
MA,Massachusetts,Springfield,$3.677,https://www.gasbuddy.com/usa/ma
MA,Massachusetts,Boston,$3.903,https://www.gasbuddy.com/usa/ma
MA,Massachusetts,Worcester,$3.953,https://www.gasbuddy.com/usa/ma
AZ,Arizona,Tucson,$3.755,https://www.gasbuddy.com/usa/az
AZ,Arizona,Phoenix,$3.805,https://www.gasbuddy.com/usa/az
CT,Connecticut,Waterbury,$3.860,https://www.gasbuddy.com/usa/ct
CT,Connecticut,Hartford,$3.878,https://www.gasbuddy.com/usa/ct
CT,Connecticut,New Haven,$3.891,https://www.gasbuddy.com/usa/ct
CT,Connecticut,Bridgeport,$3.929,https://www.gasbuddy.com/usa/ct
MT,Montana,Billings,$3.866,https://www.gasbuddy.com/usa/mt
NJ,New Jersey,Trenton,$3.928,https://www.gasbuddy.com/usa/nj
NJ,New Jersey,Toms River,$3.957,https://www.gasbuddy.com/usa/nj
MI,Michigan,Flint,$3.932,https://www.gasbuddy.com/usa/mi
MI,Michigan,Kalamazoo,$3.950,https://www.gasbuddy.com/usa/mi
MI,Michigan,Grand Rapids,$3.960,https://www.gasbuddy.com/usa/mi
MI,Michigan,Lansing,$3.970,https://www.gasbuddy.com/usa/mi
MI,Michigan,Detroit,$3.971,https://www.gasbuddy.com/usa/mi
MI,Michigan,Ann Arbor,$4.002,https://www.gasbuddy.com/usa/mi
NM,New Mexico,Santa Fe,$3.957,https://www.gasbuddy.com/usa/nm
NM,New Mexico,Albuquerque,$4.007,https://www.gasbuddy.com/usa/nm
VT,Vermont,Burlington,$3.986,https://www.gasbuddy.com/usa/vt
UT,Utah,Ogden,$3.928,https://www.gasbuddy.com/usa/ut
UT,Utah,Salt Lake City,$3.932,https://www.gasbuddy.com/usa/ut
UT,Utah,Provo,$3.967,https://www.gasbuddy.com/usa/ut
PA,Pennsylvania,Erie,$3.820,https://www.gasbuddy.com/usa/pa
PA,Pennsylvania,Harrisburg,$3.824,https://www.gasbuddy.com/usa/pa
PA,Pennsylvania,Lancaster,$3.851,https://www.gasbuddy.com/usa/pa
PA,Pennsylvania,Allentown,$3.896,https://www.gasbuddy.com/usa/pa
PA,Pennsylvania,Scranton,$3.913,https://www.gasbuddy.com/usa/pa
PA,Pennsylvania,York,$3.914,https://www.gasbuddy.com/usa/pa
PA,Pennsylvania,Reading,$3.944,https://www.gasbuddy.com/usa/pa
PA,Pennsylvania,Philadelphia,$3.949,https://www.gasbuddy.com/usa/pa
PA,Pennsylvania,Pittsburgh,$4.252,https://www.gasbuddy.com/usa/pa
ID,Idaho,Boise,$3.970,https://www.gasbuddy.com/usa/id
NY,New York,Long Island,$3.891,https://www.gasbuddy.com/usa/ny
NY,New York,Albany,$3.981,https://www.gasbuddy.com/usa/ny
NY,New York,New York City,$4.012,https://www.gasbuddy.com/usa/ny
NY,New York,Syracuse,$4.157,https://www.gasbuddy.com/usa/ny
NY,New York,Rochester,$4.192,https://www.gasbuddy.com/usa/ny
NY,New York,Buffalo,$4.201,https://www.gasbuddy.com/usa/ny
IL,Illinois,Champaign,$3.948,https://www.gasbuddy.com/usa/il
IL,Illinois,Rockford,$4.000,https://www.gasbuddy.com/usa/il
IL,Illinois,Peoria,$4.002,https://www.gasbuddy.com/usa/il
IL,Illinois,Chicago,$4.221,https://www.gasbuddy.com/usa/il
OR,Oregon,Medford,$4.225,https://www.gasbuddy.com/usa/or
OR,Oregon,Eugene,$4.317,https://www.gasbuddy.com/usa/or
OR,Oregon,Salem,$4.410,https://www.gasbuddy.com/usa/or
OR,Oregon,Portland,$4.661,https://www.gasbuddy.com/usa/or
NV,Nevada,Las Vegas,$4.558,https://www.gasbuddy.com/usa/nv
AK,Alaska,Anchorage,$4.638,https://www.gasbuddy.com/usa/ak
WA,Washington,Spokane,$4.344,https://www.gasbuddy.com/usa/wa
WA,Washington,Yakima,$4.755,https://www.gasbuddy.com/usa/wa
WA,Washington,Tacoma,$4.836,https://www.gasbuddy.com/usa/wa
WA,Washington,Seattle,$5.250,https://www.gasbuddy.com/usa/wa
CA,California,Stockton,$5.097,https://www.gasbuddy.com/usa/ca
CA,California,San Bernardino,$5.169,https://www.gasbuddy.com/usa/ca
CA,California,Modesto,$5.178,https://www.gasbuddy.com/usa/ca
CA,California,Fresno,$5.194,https://www.gasbuddy.com/usa/ca
CA,California,Riverside,$5.195,https://www.gasbuddy.com/usa/ca
CA,California,Sacramento,$5.262,https://www.gasbuddy.com/usa/ca
CA,California,Orange County,$5.276,https://www.gasbuddy.com/usa/ca
CA,California,Chico,$5.290,https://www.gasbuddy.com/usa/ca
CA,California,Ventura,$5.295,https://www.gasbuddy.com/usa/ca
CA,California,Oakland,$5.363,https://www.gasbuddy.com/usa/ca
CA,California,Los Angeles,$5.382,https://www.gasbuddy.com/usa/ca
CA,California,San Jose,$5.382,https://www.gasbuddy.com/usa/ca
CA,California,Bakersfield,$5.383,https://www.gasbuddy.com/usa/ca
CA,California,Salinas,$5.387,https://www.gasbuddy.com/usa/ca
CA,California,San Diego,$5.414,https://www.gasbuddy.com/usa/ca
CA,California,San Francisco,$5.515,https://www.gasbuddy.com/usa/ca
CA,California,Santa Barbara,$5.600,https://www.gasbuddy.com/usa/ca
HI,Hawaii,Honolulu,$5.398,https://www.gasbuddy.com/usa/hi
