OK,Oklahoma,$3.325,https://www.gasbuddy.com/usa/ok
KS,Kansas,$3.441,https://www.gasbuddy.com/usa/ks
NE,Nebraska,$3.500,https://www.gasbuddy.com/usa/ne
IA,Iowa,$3.508,https://www.gasbuddy.com/usa/ia
AR,Arkansas,$3.523,https://www.gasbuddy.com/usa/ar
GA,Georgia,$3.530,https://www.gasbuddy.com/usa/ga
ND,North Dakota,$3.537,https://www.gasbuddy.com/usa/nd
TX,Texas,$3.568,https://www.gasbuddy.com/usa/tx
SC,South Carolina,$3.605,https://www.gasbuddy.com/usa/sc
SD,South Dakota,$3.608,https://www.gasbuddy.com/usa/sd
LA,Louisiana,$3.632,https://www.gasbuddy.com/usa/la
MO,Missouri,$3.633,https://www.gasbuddy.com/usa/mo
MN,Minnesota,$3.642,https://www.gasbuddy.com/usa/mn
MS,Mississippi,$3.646,https://www.gasbuddy.com/usa/ms
WI,Wisconsin,$3.679,https://www.gasbuddy.com/usa/wi
AL,Alabama,$3.693,https://www.gasbuddy.com/usa/al
IN,Indiana,$3.695,https://www.gasbuddy.com/usa/in
TN,Tennessee,$3.708,https://www.gasbuddy.com/usa/tn
NM,New Mexico,$3.723,https://www.gasbuddy.com/usa/nm
NC,North Carolina,$3.732,https://www.gasbuddy.com/usa/nc
MI,Michigan,$3.758,https://www.gasbuddy.com/usa/mi
OH,Ohio,$3.813,https://www.gasbuddy.com/usa/oh
WY,Wyoming,$3.822,https://www.gasbuddy.com/usa/wy
KY,Kentucky,$3.830,https://www.gasbuddy.com/usa/ky
WV,West Virginia,$3.846,https://www.gasbuddy.com/usa/wv
MT,Montana,$3.880,https://www.gasbuddy.com/usa/mt
DE,Delaware,$3.882,https://www.gasbuddy.com/usa/de
MA,Massachusetts,$3.906,https://www.gasbuddy.com/usa/ma
NJ,New Jersey,$3.906,https://www.gasbuddy.com/usa/nj
NH,New Hampshire,$3.916,https://www.gasbuddy.com/usa/nh
CO,Colorado,$3.917,https://www.gasbuddy.com/usa/co
RI,Rhode Island,$3.917,https://www.gasbuddy.com/usa/ri
VA,Virginia,$3.925,https://www.gasbuddy.com/usa/va
FL,Florida,$3.945,https://www.gasbuddy.com/usa/fl
ME,Maine,$3.984,https://www.gasbuddy.com/usa/me
MD,Maryland,$3.996,https://www.gasbuddy.com/usa/md
CT,Connecticut,$3.999,https://www.gasbuddy.com/usa/ct
PR,San Juan,$4.009,https://www.gasbuddy.com/usa/pr
VT,Vermont,$4.026,https://www.gasbuddy.com/usa/vt
NY,New York,$4.079,https://www.gasbuddy.com/usa/ny
PA,Pennsylvania,$4.098,https://www.gasbuddy.com/usa/pa
UT,Utah,$4.175,https://www.gasbuddy.com/usa/ut
DC,Washington DC,$4.176,https://www.gasbuddy.com/usa/dc
IL,Illinois,$4.262,https://www.gasbuddy.com/usa/il
ID,Idaho,$4.326,https://www.gasbuddy.com/usa/id
AZ,Arizona,$4.590,https://www.gasbuddy.com/usa/az
AK,Alaska,$4.611,https://www.gasbuddy.com/usa/ak
NV,Nevada,$4.914,https://www.gasbuddy.com/usa/nv
OR,Oregon,$4.927,https://www.gasbuddy.com/usa/or
WA,Washington,$5.370,https://www.gasbuddy.com/usa/wa
HI,Hawaii,$5.636,https://www.gasbuddy.com/usa/hi
CA,California,$5.830,https://www.gasbuddy.com/usa/ca
