IN,Indiana,$3.245,https://www.gasbuddy.com/usa/in
OK,Oklahoma,$3.354,https://www.gasbuddy.com/usa/ok
TX,Texas,$3.397,https://www.gasbuddy.com/usa/tx
MS,Mississippi,$3.401,https://www.gasbuddy.com/usa/ms
LA,Louisiana,$3.425,https://www.gasbuddy.com/usa/la
AR,Arkansas,$3.445,https://www.gasbuddy.com/usa/ar
TN,Tennessee,$3.453,https://www.gasbuddy.com/usa/tn
KS,Kansas,$3.456,https://www.gasbuddy.com/usa/ks
KY,Kentucky,$3.461,https://www.gasbuddy.com/usa/ky
AL,Alabama,$3.473,https://www.gasbuddy.com/usa/al
IA,Iowa,$3.489,https://www.gasbuddy.com/usa/ia
MO,Missouri,$3.529,https://www.gasbuddy.com/usa/mo
GA,Georgia,$3.530,https://www.gasbuddy.com/usa/ga
SC,South Carolina,$3.535,https://www.gasbuddy.com/usa/sc
NE,Nebraska,$3.547,https://www.gasbuddy.com/usa/ne
NC,North Carolina,$3.564,https://www.gasbuddy.com/usa/nc
ND,North Dakota,$3.566,https://www.gasbuddy.com/usa/nd
SD,South Dakota,$3.587,https://www.gasbuddy.com/usa/sd
WI,Wisconsin,$3.609,https://www.gasbuddy.com/usa/wi
WV,West Virginia,$3.683,https://www.gasbuddy.com/usa/wv
MN,Minnesota,$3.709,https://www.gasbuddy.com/usa/mn
WY,Wyoming,$3.714,https://www.gasbuddy.com/usa/wy
VA,Virginia,$3.750,https://www.gasbuddy.com/usa/va
OH,Ohio,$3.756,https://www.gasbuddy.com/usa/oh
RI,Rhode Island,$3.777,https://www.gasbuddy.com/usa/ri
CO,Colorado,$3.797,https://www.gasbuddy.com/usa/co
FL,Florida,$3.802,https://www.gasbuddy.com/usa/fl
NH,New Hampshire,$3.808,https://www.gasbuddy.com/usa/nh
PR,San Juan,$3.811,https://www.gasbuddy.com/usa/pr
DE,Delaware,$3.832,https://www.gasbuddy.com/usa/de
ME,Maine,$3.838,https://www.gasbuddy.com/usa/me
MD,Maryland,$3.845,https://www.gasbuddy.com/usa/md
MA,Massachusetts,$3.854,https://www.gasbuddy.com/usa/ma
CT,Connecticut,$3.875,https://www.gasbuddy.com/usa/ct
AZ,Arizona,$3.880,https://www.gasbuddy.com/usa/az
MT,Montana,$3.892,https://www.gasbuddy.com/usa/mt
NJ,New Jersey,$3.903,https://www.gasbuddy.com/usa/nj
UT,Utah,$3.905,https://www.gasbuddy.com/usa/ut
NM,New Mexico,$3.917,https://www.gasbuddy.com/usa/nm
MI,Michigan,$3.936,https://www.gasbuddy.com/usa/mi
VT,Vermont,$3.943,https://www.gasbuddy.com/usa/vt
ID,Idaho,$3.971,https://www.gasbuddy.com/usa/id
PA,Pennsylvania,$3.982,https://www.gasbuddy.com/usa/pa
DC,Washington DC,$4.007,https://www.gasbuddy.com/usa/dc
NY,New York,$4.034,https://www.gasbuddy.com/usa/ny
IL,Illinois,$4.057,https://www.gasbuddy.com/usa/il
OR,Oregon,$4.484,https://www.gasbuddy.com/usa/or
NV,Nevada,$4.542,https://www.gasbuddy.com/usa/nv
AK,Alaska,$4.741,https://www.gasbuddy.com/usa/ak
WA,Washington,$4.949,https://www.gasbuddy.com/usa/wa
CA,California,$5.333,https://www.gasbuddy.com/usa/ca
HI,Hawaii,$5.466,https://www.gasbuddy.com/usa/hi
