TX,Texas,$3.544,https://www.gasbuddy.com/usa/tx
IN,Indiana,$3.610,https://www.gasbuddy.com/usa/in
LA,Louisiana,$3.616,https://www.gasbuddy.com/usa/la
MS,Mississippi,$3.617,https://www.gasbuddy.com/usa/ms
OK,Oklahoma,$3.631,https://www.gasbuddy.com/usa/ok
SC,South Carolina,$3.633,https://www.gasbuddy.com/usa/sc
TN,Tennessee,$3.640,https://www.gasbuddy.com/usa/tn
KY,Kentucky,$3.656,https://www.gasbuddy.com/usa/ky
AR,Arkansas,$3.682,https://www.gasbuddy.com/usa/ar
AL,Alabama,$3.710,https://www.gasbuddy.com/usa/al
KS,Kansas,$3.717,https://www.gasbuddy.com/usa/ks
NC,North Carolina,$3.780,https://www.gasbuddy.com/usa/nc
MO,Missouri,$3.794,https://www.gasbuddy.com/usa/mo
IA,Iowa,$3.808,https://www.gasbuddy.com/usa/ia
ND,North Dakota,$3.817,https://www.gasbuddy.com/usa/nd
GA,Georgia,$3.836,https://www.gasbuddy.com/usa/ga
FL,Florida,$3.849,https://www.gasbuddy.com/usa/fl
WV,West Virginia,$3.866,https://www.gasbuddy.com/usa/wv
NE,Nebraska,$3.869,https://www.gasbuddy.com/usa/ne
SD,South Dakota,$3.910,https://www.gasbuddy.com/usa/sd
VA,Virginia,$3.915,https://www.gasbuddy.com/usa/va
MN,Minnesota,$3.940,https://www.gasbuddy.com/usa/mn
WI,Wisconsin,$3.949,https://www.gasbuddy.com/usa/wi
NM,New Mexico,$3.950,https://www.gasbuddy.com/usa/nm
PR,San Juan,$4.045,https://www.gasbuddy.com/usa/pr
NH,New Hampshire,$4.063,https://www.gasbuddy.com/usa/nh
OH,Ohio,$4.080,https://www.gasbuddy.com/usa/oh
CO,Colorado,$4.088,https://www.gasbuddy.com/usa/co
MA,Massachusetts,$4.088,https://www.gasbuddy.com/usa/ma
RI,Rhode Island,$4.094,https://www.gasbuddy.com/usa/ri
WY,Wyoming,$4.094,https://www.gasbuddy.com/usa/wy
ME,Maine,$4.121,https://www.gasbuddy.com/usa/me
NJ,New Jersey,$4.127,https://www.gasbuddy.com/usa/nj
MD,Maryland,$4.130,https://www.gasbuddy.com/usa/md
DC,Washington DC,$4.140,https://www.gasbuddy.com/usa/dc
CT,Connecticut,$4.152,https://www.gasbuddy.com/usa/ct
DE,Delaware,$4.158,https://www.gasbuddy.com/usa/de
NY,New York,$4.195,https://www.gasbuddy.com/usa/ny
PA,Pennsylvania,$4.199,https://www.gasbuddy.com/usa/pa
UT,Utah,$4.203,https://www.gasbuddy.com/usa/ut
VT,Vermont,$4.215,https://www.gasbuddy.com/usa/vt
MT,Montana,$4.264,https://www.gasbuddy.com/usa/mt
ID,Idaho,$4.277,https://www.gasbuddy.com/usa/id
IL,Illinois,$4.326,https://www.gasbuddy.com/usa/il
MI,Michigan,$4.341,https://www.gasbuddy.com/usa/mi
AZ,Arizona,$4.438,https://www.gasbuddy.com/usa/az
OR,Oregon,$4.618,https://www.gasbuddy.com/usa/or
AK,Alaska,$4.716,https://www.gasbuddy.com/usa/ak
NV,Nevada,$4.778,https://www.gasbuddy.com/usa/nv
WA,Washington,$5.075,https://www.gasbuddy.com/usa/wa
HI,Hawaii,$5.375,https://www.gasbuddy.com/usa/hi
CA,California,$5.624,https://www.gasbuddy.com/usa/ca
