TX,Texas,$3.930,https://www.gasbuddy.com/usa/tx
IN,Indiana,$3.932,https://www.gasbuddy.com/usa/in
MS,Mississippi,$3.985,https://www.gasbuddy.com/usa/ms
LA,Louisiana,$4.014,https://www.gasbuddy.com/usa/la
AR,Arkansas,$4.030,https://www.gasbuddy.com/usa/ar
TN,Tennessee,$4.031,https://www.gasbuddy.com/usa/tn
AL,Alabama,$4.085,https://www.gasbuddy.com/usa/al
OK,Oklahoma,$4.097,https://www.gasbuddy.com/usa/ok
KY,Kentucky,$4.124,https://www.gasbuddy.com/usa/ky
KS,Kansas,$4.126,https://www.gasbuddy.com/usa/ks
SC,South Carolina,$4.136,https://www.gasbuddy.com/usa/sc
NC,North Carolina,$4.166,https://www.gasbuddy.com/usa/nc
GA,Georgia,$4.170,https://www.gasbuddy.com/usa/ga
CO,Colorado,$4.204,https://www.gasbuddy.com/usa/co
MO,Missouri,$4.219,https://www.gasbuddy.com/usa/mo
VA,Virginia,$4.237,https://www.gasbuddy.com/usa/va
SD,South Dakota,$4.240,https://www.gasbuddy.com/usa/sd
ND,North Dakota,$4.242,https://www.gasbuddy.com/usa/nd
IA,Iowa,$4.296,https://www.gasbuddy.com/usa/ia
DE,Delaware,$4.351,https://www.gasbuddy.com/usa/de
WI,Wisconsin,$4.354,https://www.gasbuddy.com/usa/wi
MD,Maryland,$4.357,https://www.gasbuddy.com/usa/md
MA,Massachusetts,$4.363,https://www.gasbuddy.com/usa/ma
NH,New Hampshire,$4.366,https://www.gasbuddy.com/usa/nh
WV,West Virginia,$4.367,https://www.gasbuddy.com/usa/wv
MN,Minnesota,$4.370,https://www.gasbuddy.com/usa/mn
NJ,New Jersey,$4.372,https://www.gasbuddy.com/usa/nj
OH,Ohio,$4.373,https://www.gasbuddy.com/usa/oh
NE,Nebraska,$4.377,https://www.gasbuddy.com/usa/ne
RI,Rhode Island,$4.391,https://www.gasbuddy.com/usa/ri
FL,Florida,$4.415,https://www.gasbuddy.com/usa/fl
DC,Washington DC,$4.422,https://www.gasbuddy.com/usa/dc
ME,Maine,$4.424,https://www.gasbuddy.com/usa/me
VT,Vermont,$4.454,https://www.gasbuddy.com/usa/vt
CT,Connecticut,$4.456,https://www.gasbuddy.com/usa/ct
NY,New York,$4.462,https://www.gasbuddy.com/usa/ny
PR,San Juan,$4.482,https://www.gasbuddy.com/usa/pr
WY,Wyoming,$4.518,https://www.gasbuddy.com/usa/wy
PA,Pennsylvania,$4.541,https://www.gasbuddy.com/usa/pa
MT,Montana,$4.574,https://www.gasbuddy.com/usa/mt
NM,New Mexico,$4.579,https://www.gasbuddy.com/usa/nm
MI,Michigan,$4.742,https://www.gasbuddy.com/usa/mi
IL,Illinois,$4.799,https://www.gasbuddy.com/usa/il
AZ,Arizona,$4.810,https://www.gasbuddy.com/usa/az
UT,Utah,$4.946,https://www.gasbuddy.com/usa/ut
ID,Idaho,$4.975,https://www.gasbuddy.com/usa/id
AK,Alaska,$5.039,https://www.gasbuddy.com/usa/ak
OR,Oregon,$5.065,https://www.gasbuddy.com/usa/or
NV,Nevada,$5.377,https://www.gasbuddy.com/usa/nv
WA,Washington,$5.541,https://www.gasbuddy.com/usa/wa
HI,Hawaii,$5.590,https://www.gasbuddy.com/usa/hi
CA,California,$6.288,https://www.gasbuddy.com/usa/ca
