MS,Mississippi,$3.996,https://www.gasbuddy.com/usa/ms
IN,Indiana,$4.002,https://www.gasbuddy.com/usa/in
GA,Georgia,$4.003,https://www.gasbuddy.com/usa/ga
OK,Oklahoma,$4.030,https://www.gasbuddy.com/usa/ok
LA,Louisiana,$4.037,https://www.gasbuddy.com/usa/la
KS,Kansas,$4.068,https://www.gasbuddy.com/usa/ks
TX,Texas,$4.090,https://www.gasbuddy.com/usa/tx
AR,Arkansas,$4.094,https://www.gasbuddy.com/usa/ar
SC,South Carolina,$4.123,https://www.gasbuddy.com/usa/sc
AL,Alabama,$4.155,https://www.gasbuddy.com/usa/al
TN,Tennessee,$4.203,https://www.gasbuddy.com/usa/tn
NC,North Carolina,$4.226,https://www.gasbuddy.com/usa/nc
MO,Missouri,$4.228,https://www.gasbuddy.com/usa/mo
ND,North Dakota,$4.229,https://www.gasbuddy.com/usa/nd
IA,Iowa,$4.242,https://www.gasbuddy.com/usa/ia
SD,South Dakota,$4.295,https://www.gasbuddy.com/usa/sd
NE,Nebraska,$4.297,https://www.gasbuddy.com/usa/ne
KY,Kentucky,$4.337,https://www.gasbuddy.com/usa/ky
MN,Minnesota,$4.375,https://www.gasbuddy.com/usa/mn
DE,Delaware,$4.386,https://www.gasbuddy.com/usa/de
WI,Wisconsin,$4.434,https://www.gasbuddy.com/usa/wi
NM,New Mexico,$4.438,https://www.gasbuddy.com/usa/nm
VA,Virginia,$4.445,https://www.gasbuddy.com/usa/va
FL,Florida,$4.456,https://www.gasbuddy.com/usa/fl
MA,Massachusetts,$4.462,https://www.gasbuddy.com/usa/ma
NH,New Hampshire,$4.462,https://www.gasbuddy.com/usa/nh
RI,Rhode Island,$4.480,https://www.gasbuddy.com/usa/ri
WY,Wyoming,$4.492,https://www.gasbuddy.com/usa/wy
ME,Maine,$4.501,https://www.gasbuddy.com/usa/me
MD,Maryland,$4.508,https://www.gasbuddy.com/usa/md
NJ,New Jersey,$4.530,https://www.gasbuddy.com/usa/nj
WV,West Virginia,$4.541,https://www.gasbuddy.com/usa/wv
PR,San Juan,$4.545,https://www.gasbuddy.com/usa/pr
VT,Vermont,$4.549,https://www.gasbuddy.com/usa/vt
MT,Montana,$4.578,https://www.gasbuddy.com/usa/mt
NY,New York,$4.579,https://www.gasbuddy.com/usa/ny
CT,Connecticut,$4.606,https://www.gasbuddy.com/usa/ct
PA,Pennsylvania,$4.626,https://www.gasbuddy.com/usa/pa
DC,Washington DC,$4.634,https://www.gasbuddy.com/usa/dc
UT,Utah,$4.655,https://www.gasbuddy.com/usa/ut
ID,Idaho,$4.682,https://www.gasbuddy.com/usa/id
MI,Michigan,$4.697,https://www.gasbuddy.com/usa/mi
CO,Colorado,$4.728,https://www.gasbuddy.com/usa/co
OH,Ohio,$4.737,https://www.gasbuddy.com/usa/oh
AZ,Arizona,$4.788,https://www.gasbuddy.com/usa/az
IL,Illinois,$4.978,https://www.gasbuddy.com/usa/il
NV,Nevada,$5.255,https://www.gasbuddy.com/usa/nv
AK,Alaska,$5.267,https://www.gasbuddy.com/usa/ak
OR,Oregon,$5.310,https://www.gasbuddy.com/usa/or
HI,Hawaii,$5.625,https://www.gasbuddy.com/usa/hi
WA,Washington,$5.785,https://www.gasbuddy.com/usa/wa
CA,California,$6.127,https://www.gasbuddy.com/usa/ca
