IN,Indiana,$3.572,https://www.gasbuddy.com/usa/in
OK,Oklahoma,$3.686,https://www.gasbuddy.com/usa/ok
TX,Texas,$3.708,https://www.gasbuddy.com/usa/tx
GA,Georgia,$3.758,https://www.gasbuddy.com/usa/ga
LA,Louisiana,$3.777,https://www.gasbuddy.com/usa/la
SC,South Carolina,$3.791,https://www.gasbuddy.com/usa/sc
MS,Mississippi,$3.803,https://www.gasbuddy.com/usa/ms
TN,Tennessee,$3.847,https://www.gasbuddy.com/usa/tn
AR,Arkansas,$3.853,https://www.gasbuddy.com/usa/ar
KS,Kansas,$3.853,https://www.gasbuddy.com/usa/ks
NC,North Carolina,$3.853,https://www.gasbuddy.com/usa/nc
AL,Alabama,$3.862,https://www.gasbuddy.com/usa/al
FL,Florida,$3.894,https://www.gasbuddy.com/usa/fl
IA,Iowa,$3.894,https://www.gasbuddy.com/usa/ia
KY,Kentucky,$3.904,https://www.gasbuddy.com/usa/ky
ND,North Dakota,$3.937,https://www.gasbuddy.com/usa/nd
MO,Missouri,$3.962,https://www.gasbuddy.com/usa/mo
NE,Nebraska,$4.002,https://www.gasbuddy.com/usa/ne
NM,New Mexico,$4.017,https://www.gasbuddy.com/usa/nm
SD,South Dakota,$4.045,https://www.gasbuddy.com/usa/sd
WI,Wisconsin,$4.059,https://www.gasbuddy.com/usa/wi
DE,Delaware,$4.066,https://www.gasbuddy.com/usa/de
MN,Minnesota,$4.071,https://www.gasbuddy.com/usa/mn
MD,Maryland,$4.086,https://www.gasbuddy.com/usa/md
VA,Virginia,$4.091,https://www.gasbuddy.com/usa/va
WV,West Virginia,$4.189,https://www.gasbuddy.com/usa/wv
OH,Ohio,$4.212,https://www.gasbuddy.com/usa/oh
CO,Colorado,$4.218,https://www.gasbuddy.com/usa/co
PR,San Juan,$4.228,https://www.gasbuddy.com/usa/pr
MI,Michigan,$4.253,https://www.gasbuddy.com/usa/mi
RI,Rhode Island,$4.272,https://www.gasbuddy.com/usa/ri
NJ,New Jersey,$4.312,https://www.gasbuddy.com/usa/nj
NH,New Hampshire,$4.318,https://www.gasbuddy.com/usa/nh
WY,Wyoming,$4.321,https://www.gasbuddy.com/usa/wy
ME,Maine,$4.326,https://www.gasbuddy.com/usa/me
MA,Massachusetts,$4.331,https://www.gasbuddy.com/usa/ma
MT,Montana,$4.384,https://www.gasbuddy.com/usa/mt
CT,Connecticut,$4.412,https://www.gasbuddy.com/usa/ct
PA,Pennsylvania,$4.421,https://www.gasbuddy.com/usa/pa
VT,Vermont,$4.459,https://www.gasbuddy.com/usa/vt
NY,New York,$4.478,https://www.gasbuddy.com/usa/ny
DC,Washington DC,$4.495,https://www.gasbuddy.com/usa/dc
UT,Utah,$4.501,https://www.gasbuddy.com/usa/ut
ID,Idaho,$4.566,https://www.gasbuddy.com/usa/id
AZ,Arizona,$4.612,https://www.gasbuddy.com/usa/az
IL,Illinois,$4.674,https://www.gasbuddy.com/usa/il
NV,Nevada,$5.108,https://www.gasbuddy.com/usa/nv
OR,Oregon,$5.166,https://www.gasbuddy.com/usa/or
AK,Alaska,$5.193,https://www.gasbuddy.com/usa/ak
HI,Hawaii,$5.613,https://www.gasbuddy.com/usa/hi
WA,Washington,$5.681,https://www.gasbuddy.com/usa/wa
CA,California,$5.983,https://www.gasbuddy.com/usa/ca
